age,year,mx
37,2076,0.00048
37,2077,0.00047
37,2078,0.00047
37,2079,0.00047
37,2080,0.00047
37,2081,0.00046
37,2082,0.00046
37,2083,0.00046
37,2084,0.00046
37,2085,0.00045
37,2086,0.00045
37,2087,0.00045
37,2088,0.00045
37,2089,0.00044
37,2090,0.00044
37,2091,0.00044
37,2092,0.00044
37,2093,0.00043
37,2094,0.00043
37,2095,0.00043
37,2096,0.00043
37,2097,0.00042
37,2098,0.00042
37,2099,0.00042
37,2100,0.00042
38,2022,0.00073
38,2023,0.00071
38,2024,0.00069
38,2025,0.00068
38,2026,0.00068
38,2027,0.00068
38,2028,0.00067
38,2029,0.00067
38,2030,0.00066
38,2031,0.00066
38,2032,0.00066
38,2033,0.00065
38,2034,0.00065
38,2035,0.00064
38,2036,0.00064
38,2037,0.00064
38,2038,0.00063
38,2039,0.00063
38,2040,0.00062
38,2041,0.00062
38,2042,0.00062
38,2043,0.00061
38,2044,0.00061
38,2045,0.00061
38,2046,6e-04
38,2047,6e-04
38,2048,6e-04
38,2049,0.00059
38,2050,0.00059
38,2051,0.00058
38,2052,0.00058
38,2053,0.00058
38,2054,0.00057
38,2055,0.00057
38,2056,0.00057
38,2057,0.00056
38,2058,0.00056
38,2059,0.00056
38,2060,0.00055
38,2061,0.00055
38,2062,0.00055
38,2063,0.00054
38,2064,0.00054
38,2065,0.00054
38,2066,0.00053
38,2067,0.00053
38,2068,0.00053
38,2069,0.00052
38,2070,0.00052
38,2071,0.00052
38,2072,0.00051
38,2073,0.00051
38,2074,0.00051
38,2075,0.00051
38,2076,5e-04
38,2077,5e-04
38,2078,5e-04
38,2079,0.00049
38,2080,0.00049
38,2081,0.00049
38,2082,0.00048
38,2083,0.00048
38,2084,0.00048
38,2085,0.00048
38,2086,0.00047
38,2087,0.00047
38,2088,0.00047
38,2089,0.00046
38,2090,0.00046
38,2091,0.00046
38,2092,0.00046
38,2093,0.00045
38,2094,0.00045
38,2095,0.00045
38,2096,0.00045
38,2097,0.00044
38,2098,0.00044
38,2099,0.00044
38,2100,0.00043
39,2022,0.00078
39,2023,0.00077
39,2024,0.00075
39,2025,0.00074
39,2026,0.00074
39,2027,0.00073
39,2028,0.00073
39,2029,0.00072
39,2030,0.00072
39,2031,0.00071
39,2032,0.00071
39,2033,7e-04
39,2034,7e-04
39,2035,0.00069
39,2036,0.00069
39,2037,0.00069
39,2038,0.00068
39,2039,0.00068
39,2040,0.00067
39,2041,0.00067
39,2042,0.00066
39,2043,0.00066
39,2044,0.00066
39,2045,0.00065
39,2046,0.00065
39,2047,0.00064
39,2048,0.00064
39,2049,0.00063
39,2050,0.00063
39,2051,0.00063
39,2052,0.00062
39,2053,0.00062
39,2054,0.00061
39,2055,0.00061
39,2056,0.00061
39,2057,6e-04
39,2058,6e-04
39,2059,6e-04
39,2060,0.00059
39,2061,0.00059
39,2062,0.00058
39,2063,0.00058
39,2064,0.00058
39,2065,0.00057
39,2066,0.00057
39,2067,0.00057
39,2068,0.00056
39,2069,0.00056
39,2070,0.00055
39,2071,0.00055
39,2072,0.00055
39,2073,0.00054
39,2074,0.00054
39,2075,0.00054
39,2076,0.00053
39,2077,0.00053
39,2078,0.00053
39,2079,0.00052
39,2080,0.00052
39,2081,0.00052
39,2082,0.00051
39,2083,0.00051
39,2084,0.00051
39,2085,5e-04
39,2086,5e-04
39,2087,5e-04
39,2088,0.00049
39,2089,0.00049
39,2090,0.00049
39,2091,0.00048
39,2092,0.00048
39,2093,0.00048
39,2094,0.00048
39,2095,0.00047
39,2096,0.00047
39,2097,0.00047
39,2098,0.00046
39,2099,0.00046
39,2100,0.00046
40,2022,0.00085
40,2023,0.00083
40,2024,0.00081
40,2025,0.00081
40,2026,8e-04
40,2027,8e-04
40,2028,0.00079
40,2029,0.00079
40,2030,0.00078
40,2031,0.00078
40,2032,0.00077
40,2033,0.00077
40,2034,0.00076
40,2035,0.00075
40,2036,0.00075
40,2037,0.00074
40,2038,0.00074
40,2039,0.00073
40,2040,0.00073
40,2041,0.00072
40,2042,0.00072
40,2043,0.00071
40,2044,0.00071
40,2045,0.00071
40,2046,7e-04
40,2047,7e-04
40,2048,0.00069
40,2049,0.00069
40,2050,0.00068
40,2051,0.00068
40,2052,0.00067
40,2053,0.00067
40,2054,0.00066
40,2055,0.00066
40,2056,0.00065
40,2057,0.00065
40,2058,0.00065
40,2059,0.00064
40,2060,0.00064
40,2061,0.00063
40,2062,0.00063
40,2063,0.00062
40,2064,0.00062
40,2065,0.00061
40,2066,0.00061
40,2067,0.00061
40,2068,6e-04
40,2069,6e-04
40,2070,0.00059
40,2071,0.00059
40,2072,0.00059
40,2073,0.00058
40,2074,0.00058
40,2075,0.00057
40,2076,0.00057
40,2077,0.00057
40,2078,0.00056
40,2079,0.00056
40,2080,0.00055
40,2081,0.00055
40,2082,0.00055
40,2083,0.00054
40,2084,0.00054
40,2085,0.00054
40,2086,0.00053
40,2087,0.00053
40,2088,0.00053
40,2089,0.00052
40,2090,0.00052
40,2091,0.00051
40,2092,0.00051
40,2093,0.00051
40,2094,5e-04
40,2095,5e-04
40,2096,5e-04
40,2097,0.00049
40,2098,0.00049
40,2099,0.00049
40,2100,0.00048
41,2022,0.00094
41,2023,0.00092
41,2024,9e-04
41,2025,0.00089
41,2026,0.00088
41,2027,0.00088
41,2028,0.00087
41,2029,0.00086
41,2030,0.00086
41,2031,0.00085
41,2032,0.00085
41,2033,0.00084
41,2034,0.00083
41,2035,0.00083
41,2036,0.00082
41,2037,0.00082
41,2038,0.00081
41,2039,8e-04
41,2040,8e-04
41,2041,0.00079
41,2042,0.00079
41,2043,0.00078
41,2044,0.00077
41,2045,0.00077
41,2046,0.00076
41,2047,0.00076
41,2048,0.00075
41,2049,0.00075
41,2050,0.00074
41,2051,0.00074
41,2052,0.00073
41,2053,0.00073
41,2054,0.00072
41,2055,0.00072
41,2056,0.00071
41,2057,7e-04
41,2058,7e-04
41,2059,0.00069
41,2060,0.00069
41,2061,0.00068
41,2062,0.00068
41,2063,0.00067
41,2064,0.00067
41,2065,0.00066
41,2066,0.00066
41,2067,0.00066
41,2068,0.00065
41,2069,0.00065
41,2070,0.00064
41,2071,0.00064
41,2072,0.00063
41,2073,0.00063
41,2074,0.00062
41,2075,0.00062
41,2076,0.00061
41,2077,0.00061
41,2078,6e-04
41,2079,6e-04
41,2080,6e-04
41,2081,0.00059
41,2082,0.00059
41,2083,0.00058
41,2084,0.00058
41,2085,0.00057
41,2086,0.00057
41,2087,0.00057
41,2088,0.00056
41,2089,0.00056
41,2090,0.00055
41,2091,0.00055
41,2092,0.00055
41,2093,0.00054
41,2094,0.00054
41,2095,0.00053
41,2096,0.00053
41,2097,0.00053
41,2098,0.00052
41,2099,0.00052
41,2100,0.00052
42,2022,0.00103
42,2023,0.00101
42,2024,0.00099
42,2025,0.00099
42,2026,0.00098
42,2027,0.00097
42,2028,0.00096
42,2029,0.00096
42,2030,0.00095
42,2031,0.00094
42,2032,0.00093
42,2033,0.00093
42,2034,0.00092
42,2035,0.00091
42,2036,0.00091
42,2037,9e-04
42,2038,0.00089
42,2039,0.00088
42,2040,0.00088
42,2041,0.00087
42,2042,0.00086
42,2043,0.00086
42,2044,0.00085
42,2045,0.00084
42,2046,0.00084
42,2047,0.00083
42,2048,0.00083
42,2049,0.00082
42,2050,0.00081
42,2051,0.00081
42,2052,8e-04
42,2053,0.00079
42,2054,0.00079
42,2055,0.00078
42,2056,0.00078
42,2057,0.00077
42,2058,0.00076
42,2059,0.00076
42,2060,0.00075
42,2061,0.00075
42,2062,0.00074
42,2063,0.00073
42,2064,0.00073
42,2065,0.00072
42,2066,0.00072
42,2067,0.00071
42,2068,0.00071
42,2069,7e-04
42,2070,7e-04
42,2071,0.00069
42,2072,0.00069
42,2073,0.00068
42,2074,0.00067
42,2075,0.00067
42,2076,0.00066
42,2077,0.00066
42,2078,0.00065
42,2079,0.00065
42,2080,0.00064
42,2081,0.00064
42,2082,0.00063
42,2083,0.00063
42,2084,0.00062
42,2085,0.00062
42,2086,0.00061
42,2087,0.00061
42,2088,0.00061
42,2089,6e-04
42,2090,6e-04
42,2091,0.00059
42,2092,0.00059
42,2093,0.00058
42,2094,0.00058
42,2095,0.00057
42,2096,0.00057
42,2097,0.00056
42,2098,0.00056
42,2099,0.00056
42,2100,0.00055
43,2022,0.00115
43,2023,0.00113
43,2024,0.00111
43,2025,0.0011
43,2026,0.00109
43,2027,0.00108
43,2028,0.00107
43,2029,0.00106
43,2030,0.00106
43,2031,0.00105
43,2032,0.00104
43,2033,0.00103
43,2034,0.00102
43,2035,0.00101
43,2036,0.001
43,2037,0.001
43,2038,0.00099
43,2039,0.00098
43,2040,0.00097
43,2041,0.00096
43,2042,0.00096
43,2043,0.00095
43,2044,0.00094
43,2045,0.00093
43,2046,0.00092
43,2047,0.00092
43,2048,0.00091
43,2049,9e-04
43,2050,0.00089
43,2051,0.00089
43,2052,0.00088
43,2053,0.00087
43,2054,0.00087
43,2055,0.00086
43,2056,0.00085
43,2057,0.00084
43,2058,0.00084
43,2059,0.00083
43,2060,0.00082
43,2061,0.00082
43,2062,0.00081
43,2063,8e-04
43,2064,8e-04
43,2065,0.00079
43,2066,0.00078
43,2067,0.00078
43,2068,0.00077
43,2069,0.00076
43,2070,0.00076
43,2071,0.00075
43,2072,0.00075
43,2073,0.00074
43,2074,0.00073
43,2075,0.00073
43,2076,0.00072
43,2077,0.00072
43,2078,0.00071
43,2079,7e-04
43,2080,7e-04
43,2081,0.00069
43,2082,0.00069
43,2083,0.00068
43,2084,0.00068
43,2085,0.00067
43,2086,0.00066
43,2087,0.00066
43,2088,0.00065
43,2089,0.00065
43,2090,0.00064
43,2091,0.00064
43,2092,0.00063
43,2093,0.00063
43,2094,0.00062
43,2095,0.00062
43,2096,0.00061
43,2097,0.00061
43,2098,6e-04
43,2099,6e-04
43,2100,0.00059
44,2022,0.00128
44,2023,0.00126
44,2024,0.00124
44,2025,0.00123
44,2026,0.00122
44,2027,0.00121
44,2028,0.0012
44,2029,0.00119
44,2030,0.00118
44,2031,0.00117
44,2032,0.00116
44,2033,0.00115
44,2034,0.00114
44,2035,0.00113
44,2036,0.00112
44,2037,0.00111
44,2038,0.0011
44,2039,0.00109
44,2040,0.00108
44,2041,0.00107
44,2042,0.00106
44,2043,0.00105
44,2044,0.00104
44,2045,0.00103
44,2046,0.00103
44,2047,0.00102
44,2048,0.00101
44,2049,0.001
44,2050,0.00099
44,2051,0.00098
44,2052,0.00097
44,2053,0.00096
44,2054,0.00096
44,2055,0.00095
44,2056,0.00094
44,2057,0.00093
44,2058,0.00092
44,2059,0.00091
44,2060,0.00091
44,2061,9e-04
44,2062,0.00089
44,2063,0.00088
44,2064,0.00087
44,2065,0.00087
44,2066,0.00086
44,2067,0.00085
44,2068,0.00084
44,2069,0.00084
44,2070,0.00083
44,2071,0.00082
44,2072,0.00082
44,2073,0.00081
44,2074,8e-04
44,2075,0.00079
44,2076,0.00079
44,2077,0.00078
44,2078,0.00077
44,2079,0.00077
44,2080,0.00076
44,2081,0.00075
44,2082,0.00075
44,2083,0.00074
44,2084,0.00073
44,2085,0.00073
44,2086,0.00072
44,2087,0.00071
44,2088,0.00071
44,2089,7e-04
44,2090,7e-04
44,2091,0.00069
44,2092,0.00068
44,2093,0.00068
44,2094,0.00067
44,2095,0.00067
44,2096,0.00066
44,2097,0.00065
44,2098,0.00065
44,2099,0.00064
44,2100,0.00064
45,2022,0.00143
45,2023,0.00142
45,2024,0.0014
45,2025,0.00139
45,2026,0.00138
45,2027,0.00136
45,2028,0.00135
45,2029,0.00134
45,2030,0.00132
45,2031,0.00131
45,2032,0.0013
45,2033,0.00129
45,2034,0.00128
45,2035,0.00126
45,2036,0.00125
45,2037,0.00124
45,2038,0.00123
45,2039,0.00122
45,2040,0.00121
45,2041,0.00119
45,2042,0.00118
45,2043,0.00117
45,2044,0.00116
45,2045,0.00115
45,2046,0.00114
45,2047,0.00113
45,2048,0.00112
45,2049,0.00111
45,2050,0.0011
45,2051,0.00109
45,2052,0.00108
45,2053,0.00107
45,2054,0.00106
45,2055,0.00105
45,2056,0.00104
45,2057,0.00103
45,2058,0.00102
45,2059,0.00101
45,2060,0.001
45,2061,0.00099
45,2062,0.00098
45,2063,0.00097
45,2064,0.00096
45,2065,0.00095
45,2066,0.00094
45,2067,0.00093
45,2068,0.00093
45,2069,0.00092
45,2070,0.00091
45,2071,9e-04
45,2072,0.00089
45,2073,0.00088
45,2074,0.00088
45,2075,0.00087
45,2076,0.00086
45,2077,0.00085
45,2078,0.00084
45,2079,0.00083
45,2080,0.00083
45,2081,0.00082
45,2082,0.00081
45,2083,8e-04
45,2084,8e-04
45,2085,0.00079
45,2086,0.00078
45,2087,0.00077
45,2088,0.00077
45,2089,0.00076
45,2090,0.00075
45,2091,0.00075
45,2092,0.00074
45,2093,0.00073
45,2094,0.00072
45,2095,0.00072
45,2096,0.00071
45,2097,7e-04
45,2098,7e-04
45,2099,0.00069
45,2100,0.00069
46,2022,0.00161
46,2023,0.00159
46,2024,0.00158
46,2025,0.00157
46,2026,0.00155
46,2027,0.00154
46,2028,0.00152
46,2029,0.0015
46,2030,0.00149
46,2031,0.00147
46,2032,0.00146
46,2033,0.00144
46,2034,0.00143
46,2035,0.00142
46,2036,0.0014
46,2037,0.00139
46,2038,0.00137
46,2039,0.00136
46,2040,0.00135
46,2041,0.00133
46,2042,0.00132
46,2043,0.00131
46,2044,0.00129
46,2045,0.00128
46,2046,0.00127
46,2047,0.00125
46,2048,0.00124
46,2049,0.00123
46,2050,0.00122
46,2051,0.0012
46,2052,0.00119
46,2053,0.00118
46,2054,0.00117
46,2055,0.00116
46,2056,0.00115
46,2057,0.00113
46,2058,0.00112
46,2059,0.00111
46,2060,0.0011
46,2061,0.00109
46,2062,0.00108
46,2063,0.00107
46,2064,0.00106
46,2065,0.00105
46,2066,0.00104
46,2067,0.00103
46,2068,0.00101
46,2069,0.001
46,2070,0.00099
46,2071,0.00098
46,2072,0.00097
46,2073,0.00096
46,2074,0.00096
46,2075,0.00095
46,2076,0.00094
46,2077,0.00093
46,2078,0.00092
46,2079,0.00091
46,2080,9e-04
46,2081,0.00089
46,2082,0.00088
46,2083,0.00087
46,2084,0.00086
46,2085,0.00085
46,2086,0.00085
46,2087,0.00084
46,2088,0.00083
46,2089,0.00082
46,2090,0.00081
46,2091,8e-04
46,2092,8e-04
46,2093,0.00079
46,2094,0.00078
46,2095,0.00077
46,2096,0.00076
46,2097,0.00076
46,2098,0.00075
46,2099,0.00074
46,2100,0.00073
47,2022,0.00181
47,2023,0.0018
47,2024,0.00179
47,2025,0.00177
47,2026,0.00175
47,2027,0.00173
47,2028,0.00171
47,2029,0.00169
47,2030,0.00168
47,2031,0.00166
47,2032,0.00164
47,2033,0.00162
47,2034,0.00161
47,2035,0.00159
47,2036,0.00157
47,2037,0.00155
47,2038,0.00154
47,2039,0.00152
47,2040,0.0015
47,2041,0.00149
47,2042,0.00147
47,2043,0.00146
47,2044,0.00144
47,2045,0.00142
47,2046,0.00141
47,2047,0.00139
47,2048,0.00138
47,2049,0.00136
47,2050,0.00135
47,2051,0.00133
47,2052,0.00132
47,2053,0.00131
47,2054,0.00129
47,2055,0.00128
47,2056,0.00126
47,2057,0.00125
47,2058,0.00124
47,2059,0.00122
47,2060,0.00121
47,2061,0.0012
47,2062,0.00118
47,2063,0.00117
47,2064,0.00116
47,2065,0.00115
47,2066,0.00113
47,2067,0.00112
47,2068,0.00111
47,2069,0.0011
47,2070,0.00109
47,2071,0.00107
47,2072,0.00106
47,2073,0.00105
47,2074,0.00104
47,2075,0.00103
47,2076,0.00102
47,2077,0.00101
47,2078,0.001
47,2079,0.00098
47,2080,0.00097
47,2081,0.00096
47,2082,0.00095
47,2083,0.00094
47,2084,0.00093
47,2085,0.00092
47,2086,0.00091
47,2087,9e-04
47,2088,0.00089
47,2089,0.00088
47,2090,0.00087
47,2091,0.00086
47,2092,0.00086
47,2093,0.00085
47,2094,0.00084
47,2095,0.00083
47,2096,0.00082
47,2097,0.00081
47,2098,8e-04
47,2099,0.00079
47,2100,0.00078
48,2022,0.00204
48,2023,0.00203
48,2024,0.00202
48,2025,0.002
48,2026,0.00198
48,2027,0.00196
48,2028,0.00193
48,2029,0.00191
48,2030,0.00189
48,2031,0.00187
48,2032,0.00184
48,2033,0.00182
48,2034,0.0018
48,2035,0.00178
48,2036,0.00176
48,2037,0.00174
48,2038,0.00172
48,2039,0.0017
48,2040,0.00168
48,2041,0.00166
48,2042,0.00164
48,2043,0.00162
48,2044,0.0016
48,2045,0.00158
48,2046,0.00157
48,2047,0.00155
48,2048,0.00153
48,2049,0.00151
48,2050,0.00149
48,2051,0.00148
48,2052,0.00146
48,2053,0.00144
48,2054,0.00143
48,2055,0.00141
48,2056,0.00139
48,2057,0.00138
48,2058,0.00136
48,2059,0.00134
48,2060,0.00133
48,2061,0.00131
48,2062,0.0013
48,2063,0.00128
48,2064,0.00127
48,2065,0.00125
48,2066,0.00124
48,2067,0.00122
48,2068,0.00121
48,2069,0.0012
48,2070,0.00118
48,2071,0.00117
48,2072,0.00115
48,2073,0.00114
48,2074,0.00113
48,2075,0.00112
48,2076,0.0011
48,2077,0.00109
48,2078,0.00108
48,2079,0.00106
48,2080,0.00105
48,2081,0.00104
48,2082,0.00103
48,2083,0.00102
48,2084,0.001
48,2085,0.00099
48,2086,0.00098
48,2087,0.00097
48,2088,0.00096
48,2089,0.00095
48,2090,0.00094
48,2091,0.00092
48,2092,0.00091
48,2093,9e-04
48,2094,0.00089
48,2095,0.00088
48,2096,0.00087
48,2097,0.00086
48,2098,0.00085
48,2099,0.00084
48,2100,0.00083
49,2022,0.00231
49,2023,0.0023
49,2024,0.00229
49,2025,0.00226
49,2026,0.00223
49,2027,0.00221
49,2028,0.00218
49,2029,0.00215
49,2030,0.00212
49,2031,0.0021
49,2032,0.00207
49,2033,0.00205
49,2034,0.00202
49,2035,0.00199
49,2036,0.00197
49,2037,0.00195
49,2038,0.00192
49,2039,0.0019
49,2040,0.00187
49,2041,0.00185
49,2042,0.00183
49,2043,0.0018
49,2044,0.00178
49,2045,0.00176
49,2046,0.00174
49,2047,0.00171
49,2048,0.00169
49,2049,0.00167
49,2050,0.00165
49,2051,0.00163
49,2052,0.00161
49,2053,0.00159
49,2054,0.00157
49,2055,0.00155
49,2056,0.00153
49,2057,0.00151
49,2058,0.00149
49,2059,0.00147
49,2060,0.00146
49,2061,0.00144
49,2062,0.00142
49,2063,0.0014
49,2064,0.00138
49,2065,0.00137
49,2066,0.00135
49,2067,0.00133
49,2068,0.00132
49,2069,0.0013
49,2070,0.00128
49,2071,0.00127
49,2072,0.00125
49,2073,0.00124
49,2074,0.00122
49,2075,0.0012
49,2076,0.00119
49,2077,0.00117
49,2078,0.00116
49,2079,0.00115
49,2080,0.00113
49,2081,0.00112
49,2082,0.0011
49,2083,0.00109
49,2084,0.00108
49,2085,0.00106
49,2086,0.00105
49,2087,0.00104
49,2088,0.00102
49,2089,0.00101
49,2090,0.001
49,2091,0.00098
49,2092,0.00097
49,2093,0.00096
49,2094,0.00095
49,2095,0.00094
49,2096,0.00092
49,2097,0.00091
49,2098,9e-04
49,2099,0.00089
49,2100,0.00088
50,2022,0.00261
50,2023,0.0026
50,2024,0.00259
50,2025,0.00255
50,2026,0.00252
50,2027,0.00249
50,2028,0.00245
50,2029,0.00242
50,2030,0.00239
50,2031,0.00235
50,2032,0.00232
50,2033,0.00229
50,2034,0.00226
50,2035,0.00223
50,2036,0.0022
50,2037,0.00217
50,2038,0.00214
50,2039,0.00211
50,2040,0.00208
50,2041,0.00206
50,2042,0.00203
50,2043,0.002
50,2044,0.00197
50,2045,0.00195
50,2046,0.00192
50,2047,0.0019
50,2048,0.00187
50,2049,0.00185
50,2050,0.00182
50,2051,0.0018
50,2052,0.00177
50,2053,0.00175
50,2054,0.00172
50,2055,0.0017
50,2056,0.00168
50,2057,0.00166
50,2058,0.00163
50,2059,0.00161
50,2060,0.00159
50,2061,0.00157
50,2062,0.00155
50,2063,0.00153
50,2064,0.00151
50,2065,0.00149
50,2066,0.00147
50,2067,0.00145
50,2068,0.00143
50,2069,0.00141
50,2070,0.00139
50,2071,0.00137
50,2072,0.00135
50,2073,0.00133
50,2074,0.00132
50,2075,0.0013
50,2076,0.00128
50,2077,0.00126
50,2078,0.00125
50,2079,0.00123
50,2080,0.00121
50,2081,0.0012
50,2082,0.00118
50,2083,0.00116
50,2084,0.00115
50,2085,0.00113
50,2086,0.00112
50,2087,0.0011
50,2088,0.00109
50,2089,0.00107
50,2090,0.00106
50,2091,0.00104
50,2092,0.00103
50,2093,0.00102
50,2094,0.001
50,2095,0.00099
50,2096,0.00098
50,2097,0.00096
50,2098,0.00095
50,2099,0.00094
50,2100,0.00092
51,2022,0.00294
51,2023,0.00292
51,2024,0.00291
51,2025,0.00287
51,2026,0.00283
51,2027,0.00279
51,2028,0.00275
51,2029,0.00271
51,2030,0.00267
51,2031,0.00263
51,2032,0.0026
51,2033,0.00256
51,2034,0.00252
51,2035,0.00249
51,2036,0.00245
51,2037,0.00241
51,2038,0.00238
51,2039,0.00235
51,2040,0.00231
51,2041,0.00228
51,2042,0.00225
51,2043,0.00221
51,2044,0.00218
51,2045,0.00215
51,2046,0.00212
51,2047,0.00209
51,2048,0.00206
51,2049,0.00203
51,2050,0.002
51,2051,0.00197
51,2052,0.00194
51,2053,0.00192
51,2054,0.00189
51,2055,0.00186
51,2056,0.00184
51,2057,0.00181
51,2058,0.00178
51,2059,0.00176
51,2060,0.00173
51,2061,0.00171
51,2062,0.00168
51,2063,0.00166
51,2064,0.00164
51,2065,0.00161
51,2066,0.00159
51,2067,0.00157
51,2068,0.00154
51,2069,0.00152
51,2070,0.0015
51,2071,0.00148
51,2072,0.00146
51,2073,0.00144
51,2074,0.00142
51,2075,0.00139
51,2076,0.00137
51,2077,0.00136
51,2078,0.00134
51,2079,0.00132
51,2080,0.0013
51,2081,0.00128
51,2082,0.00126
51,2083,0.00124
51,2084,0.00122
51,2085,0.00121
51,2086,0.00119
51,2087,0.00117
51,2088,0.00116
51,2089,0.00114
51,2090,0.00112
51,2091,0.00111
51,2092,0.00109
51,2093,0.00108
51,2094,0.00106
51,2095,0.00105
51,2096,0.00103
51,2097,0.00102
51,2098,0.001
51,2099,0.00099
51,2100,0.00097
52,2022,0.00329
52,2023,0.00328
52,2024,0.00326
52,2025,0.00321
52,2026,0.00316
52,2027,0.00312
52,2028,0.00307
52,2029,0.00302
52,2030,0.00298
52,2031,0.00293
52,2032,0.00289
52,2033,0.00284
52,2034,0.0028
52,2035,0.00276
52,2036,0.00272
52,2037,0.00268
52,2038,0.00264
52,2039,0.0026
52,2040,0.00256
52,2041,0.00252
52,2042,0.00248
52,2043,0.00244
52,2044,0.0024
52,2045,0.00237
52,2046,0.00233
52,2047,0.0023
52,2048,0.00226
52,2049,0.00223
52,2050,0.00219
52,2051,0.00216
52,2052,0.00213
52,2053,0.0021
52,2054,0.00206
52,2055,0.00203
52,2056,0.002
52,2057,0.00197
52,2058,0.00194
52,2059,0.00191
52,2060,0.00188
52,2061,0.00186
52,2062,0.00183
52,2063,0.0018
52,2064,0.00177
52,2065,0.00175
52,2066,0.00172
52,2067,0.00169
52,2068,0.00167
52,2069,0.00164
52,2070,0.00162
52,2071,0.00159
52,2072,0.00157
52,2073,0.00154
52,2074,0.00152
52,2075,0.0015
52,2076,0.00148
52,2077,0.00145
52,2078,0.00143
52,2079,0.00141
52,2080,0.00139
52,2081,0.00137
52,2082,0.00135
52,2083,0.00133
52,2084,0.00131
52,2085,0.00129
52,2086,0.00127
52,2087,0.00125
52,2088,0.00123
52,2089,0.00121
52,2090,0.00119
52,2091,0.00117
52,2092,0.00116
52,2093,0.00114
52,2094,0.00112
52,2095,0.0011
52,2096,0.00109
52,2097,0.00107
52,2098,0.00106
52,2099,0.00104
52,2100,0.00102
53,2022,0.00368
53,2023,0.00366
53,2024,0.00364
53,2025,0.00358
53,2026,0.00352
53,2027,0.00347
53,2028,0.00341
53,2029,0.00336
53,2030,0.0033
53,2031,0.00325
53,2032,0.0032
53,2033,0.00315
53,2034,0.0031
53,2035,0.00305
53,2036,0.003
53,2037,0.00296
53,2038,0.00291
53,2039,0.00286
53,2040,0.00282
53,2041,0.00277
53,2042,0.00273
53,2043,0.00269
53,2044,0.00264
53,2045,0.0026
53,2046,0.00256
53,2047,0.00252
53,2048,0.00248
53,2049,0.00244
53,2050,0.0024
53,2051,0.00236
53,2052,0.00233
53,2053,0.00229
53,2054,0.00225
53,2055,0.00222
53,2056,0.00218
53,2057,0.00215
53,2058,0.00211
53,2059,0.00208
53,2060,0.00205
53,2061,0.00201
53,2062,0.00198
53,2063,0.00195
53,2064,0.00192
53,2065,0.00189
53,2066,0.00186
53,2067,0.00183
53,2068,0.0018
53,2069,0.00177
53,2070,0.00175
53,2071,0.00172
53,2072,0.00169
53,2073,0.00166
53,2074,0.00164
53,2075,0.00161
53,2076,0.00159
53,2077,0.00156
53,2078,0.00154
53,2079,0.00151
53,2080,0.00149
53,2081,0.00146
53,2082,0.00144
53,2083,0.00142
53,2084,0.0014
53,2085,0.00137
53,2086,0.00135
53,2087,0.00133
53,2088,0.00131
53,2089,0.00129
53,2090,0.00127
53,2091,0.00125
53,2092,0.00123
53,2093,0.00121
53,2094,0.00119
53,2095,0.00117
53,2096,0.00115
53,2097,0.00113
53,2098,0.00112
53,2099,0.0011
53,2100,0.00108
54,2022,0.0041
54,2023,0.00407
54,2024,0.00404
54,2025,0.00397
54,2026,0.00391
54,2027,0.00384
54,2028,0.00378
54,2029,0.00372
54,2030,0.00366
54,2031,0.0036
54,2032,0.00354
54,2033,0.00348
54,2034,0.00342
54,2035,0.00337
54,2036,0.00331
54,2037,0.00326
54,2038,0.0032
54,2039,0.00315
54,2040,0.0031
54,2041,0.00305
54,2042,0.003
54,2043,0.00295
54,2044,0.0029
54,2045,0.00285
54,2046,0.00281
54,2047,0.00276
54,2048,0.00271
54,2049,0.00267
54,2050,0.00263
54,2051,0.00258
54,2052,0.00254
54,2053,0.0025
54,2054,0.00246
54,2055,0.00242
54,2056,0.00238
54,2057,0.00234
54,2058,0.0023
54,2059,0.00226
54,2060,0.00222
54,2061,0.00219
54,2062,0.00215
54,2063,0.00212
54,2064,0.00208
54,2065,0.00205
54,2066,0.00201
54,2067,0.00198
54,2068,0.00195
54,2069,0.00192
54,2070,0.00189
54,2071,0.00185
54,2072,0.00182
54,2073,0.00179
54,2074,0.00176
54,2075,0.00174
54,2076,0.00171
54,2077,0.00168
54,2078,0.00165
54,2079,0.00162
54,2080,0.0016
54,2081,0.00157
54,2082,0.00155
54,2083,0.00152
54,2084,0.0015
54,2085,0.00147
54,2086,0.00145
54,2087,0.00142
54,2088,0.0014
54,2089,0.00138
54,2090,0.00135
54,2091,0.00133
54,2092,0.00131
54,2093,0.00129
54,2094,0.00127
54,2095,0.00125
54,2096,0.00123
54,2097,0.00121
54,2098,0.00119
54,2099,0.00117
54,2100,0.00115
55,2022,0.00456
55,2023,0.00451
55,2024,0.00447
55,2025,0.00439
55,2026,0.00432
55,2027,0.00425
55,2028,0.00418
55,2029,0.00411
55,2030,0.00404
55,2031,0.00397
55,2032,0.0039
55,2033,0.00383
55,2034,0.00377
55,2035,0.00371
55,2036,0.00364
55,2037,0.00358
55,2038,0.00352
55,2039,0.00346
55,2040,0.0034
55,2041,0.00335
55,2042,0.00329
55,2043,0.00323
55,2044,0.00318
55,2045,0.00313
55,2046,0.00307
55,2047,0.00302
55,2048,0.00297
55,2049,0.00292
55,2050,0.00287
55,2051,0.00282
55,2052,0.00277
55,2053,0.00273
