ssp,age,sex,period,assr,CNTR_CODE,cntr_name
1,75--79,Female,1985-1990,0.708,AT,Austria
1,85--89,Male,1950-1955,0.21,AT,Austria
2,10--14,Female,2085-2090,1,AT,Austria
2,20--24,Male,2050-2055,0.999,AT,Austria
3,50--54,Male,2065-2070,0.986,AT,Austria
2,30--34,Female,2010-2015,0.998,AT,Austria
2,40--44,Male,1975-1980,0.974,AT,Austria
3,85--89,Female,2070-2075,0.647,AT,Austria
3,95--99,Male,2035-2040,0.118,AT,Austria
3,Newborn,Male,2000-2005,0.995,AT,Austria
1,70--74,Female,2010-2015,0.912,AT,Austria
3,5--9,Female,1960-1965,0.998,AT,Austria
2,15--19,Male,2075-2080,1,AT,Austria
2,25--29,Female,2035-2040,0.999,AT,Austria
1,20--24,Female,2065-2070,1,AT,Austria
3,80--84,Female,2095-2100,0.886,AT,Austria
2,45--49,Female,1960-1965,0.978,AT,Austria
3,90--94,Male,2060-2065,0.31,AT,Austria
3,100+,Female,2020-2025,0.059,AT,Austria
3,0--4,Female,1985-1990,0.999,AT,Austria
1,75--79,Male,2000-2005,0.695,AT,Austria
3,10--14,Male,1950-1955,0.995,AT,Austria
2,20--24,Female,2060-2065,1,AT,Austria
2,30--34,Male,2025-2030,0.997,AT,Austria
3,50--54,Female,2075-2080,0.995,AT,Austria
2,40--44,Female,1985-1990,0.99,AT,Austria
2,50--54,Male,1950-1955,0.929,AT,Austria
1,60--64,Female,2060-2065,0.999,AT,Austria
3,95--99,Female,2045-2050,0.154,AT,Austria
1,70--74,Male,2025-2030,0.908,AT,Austria
1,80--84,Female,1985-1990,0.533,AT,Austria
1,90--94,Male,1950-1955,0.112,AT,Austria
2,15--19,Female,2085-2090,1,AT,Austria
2,25--29,Male,2050-2055,0.999,AT,Austria
3,55--59,Male,2065-2070,0.978,AT,Austria
2,35--39,Female,2010-2015,0.997,AT,Austria
2,45--49,Male,1975-1980,0.961,AT,Austria
3,90--94,Female,2070-2075,0.402,AT,Austria
3,100+,Male,2035-2040,0.049,AT,Austria
3,0--4,Male,2000-2005,0.999,AT,Austria
1,75--79,Female,2010-2015,0.836,AT,Austria
3,10--14,Female,1960-1965,0.998,AT,Austria
2,20--24,Male,2075-2080,1,AT,Austria
2,30--34,Female,2035-2040,0.999,AT,Austria
1,25--29,Female,2065-2070,1,AT,Austria
3,85--89,Female,2095-2100,0.731,AT,Austria
2,50--54,Female,1960-1965,0.967,AT,Austria
3,95--99,Male,2060-2065,0.136,AT,Austria
3,Newborn,Male,2025-2030,0.998,AT,Austria
3,5--9,Female,1985-1990,0.999,AT,Austria
1,80--84,Male,2000-2005,0.539,AT,Austria
3,15--19,Male,1950-1955,0.991,AT,Austria
2,25--29,Female,2060-2065,1,AT,Austria
2,35--39,Male,2025-2030,0.996,AT,Austria
3,55--59,Female,2075-2080,0.993,AT,Austria
2,45--49,Female,1985-1990,0.985,AT,Austria
2,55--59,Male,1950-1955,0.894,AT,Austria
1,65--69,Female,2060-2065,0.999,AT,Austria
3,100+,Female,2045-2050,0.062,AT,Austria
1,75--79,Male,2025-2030,0.836,AT,Austria
1,85--89,Female,1985-1990,0.351,AT,Austria
1,95--99,Male,1950-1955,0.059,AT,Austria
2,20--24,Female,2085-2090,1,AT,Austria
2,30--34,Male,2050-2055,0.999,AT,Austria
3,60--64,Male,2065-2070,0.967,AT,Austria
2,40--44,Female,2010-2015,0.995,AT,Austria
2,50--54,Male,1975-1980,0.941,AT,Austria
3,95--99,Female,2070-2075,0.187,AT,Austria
3,Newborn,Female,2035-2040,0.998,AT,Austria
3,5--9,Male,2000-2005,0.999,AT,Austria
1,80--84,Female,2010-2015,0.688,AT,Austria
3,15--19,Female,1960-1965,0.997,AT,Austria
2,25--29,Male,2075-2080,1,AT,Austria
2,35--39,Female,2035-2040,0.999,AT,Austria
1,30--34,Female,2065-2070,1,AT,Austria
3,90--94,Female,2095-2100,0.483,AT,Austria
2,55--59,Female,1960-1965,0.949,AT,Austria
3,100+,Male,2060-2065,0.05,AT,Austria
3,0--4,Male,2025-2030,1,AT,Austria
3,10--14,Female,1985-1990,0.999,AT,Austria
1,85--89,Male,2000-2005,0.356,AT,Austria
3,20--24,Male,1950-1955,0.99,AT,Austria
2,30--34,Female,2060-2065,1,AT,Austria
2,40--44,Male,2025-2030,0.992,AT,Austria
3,60--64,Female,2075-2080,0.989,AT,Austria
2,50--54,Female,1985-1990,0.978,AT,Austria
2,60--64,Male,1950-1955,0.842,AT,Austria
1,70--74,Female,2060-2065,0.999,AT,Austria
3,Newborn,Male,2050-2055,0.998,AT,Austria
1,80--84,Male,2025-2030,0.7,AT,Austria
1,90--94,Female,1985-1990,0.197,AT,Austria
1,100+,Male,1950-1955,0,AT,Austria
2,25--29,Female,2085-2090,1,AT,Austria
2,35--39,Male,2050-2055,0.998,AT,Austria
3,65--69,Male,2065-2070,0.953,AT,Austria
2,45--49,Female,2010-2015,0.991,AT,Austria
2,55--59,Male,1975-1980,0.912,AT,Austria
3,100+,Female,2070-2075,0.068,AT,Austria
3,0--4,Female,2035-2040,1,AT,Austria
3,10--14,Male,2000-2005,0.998,AT,Austria
1,85--89,Female,2010-2015,0.48,AT,Austria
3,20--24,Female,1960-1965,0.997,AT,Austria
2,30--34,Male,2075-2080,0.999,AT,Austria
2,40--44,Female,2035-2040,0.997,AT,Austria
1,35--39,Female,2065-2070,1,AT,Austria
3,95--99,Female,2095-2100,0.232,AT,Austria
2,60--64,Female,1960-1965,0.915,AT,Austria
3,Newborn,Female,2060-2065,0.999,AT,Austria
3,5--9,Male,2025-2030,1,AT,Austria
3,15--19,Female,1985-1990,0.998,AT,Austria
1,90--94,Male,2000-2005,0.199,AT,Austria
3,25--29,Male,1950-1955,0.99,AT,Austria
2,35--39,Female,2060-2065,1,AT,Austria
2,45--49,Male,2025-2030,0.987,AT,Austria
3,65--69,Female,2075-2080,0.984,AT,Austria
2,55--59,Female,1985-1990,0.966,AT,Austria
2,65--69,Male,1950-1955,0.767,AT,Austria
1,75--79,Female,2060-2065,0.995,AT,Austria
3,0--4,Male,2050-2055,1,AT,Austria
1,85--89,Male,2025-2030,0.5,AT,Austria
1,95--99,Female,1985-1990,0.086,AT,Austria
1,Newborn,Female,1950-1955,0.952,AT,Austria
2,30--34,Female,2085-2090,1,AT,Austria
2,40--44,Male,2050-2055,0.996,AT,Austria
3,70--74,Male,2065-2070,0.926,AT,Austria
2,50--54,Female,2010-2015,0.986,AT,Austria
2,60--64,Male,1975-1980,0.864,AT,Austria
3,Newborn,Male,2075-2080,0.999,AT,Austria
3,5--9,Female,2035-2040,1,AT,Austria
3,15--19,Male,2000-2005,0.995,AT,Austria
1,90--94,Female,2010-2015,0.273,AT,Austria
3,25--29,Female,1960-1965,0.996,AT,Austria
2,35--39,Male,2075-2080,0.999,AT,Austria
2,45--49,Female,2035-2040,0.996,AT,Austria
1,40--44,Female,2065-2070,1,AT,Austria
3,100+,Female,2095-2100,0.078,AT,Austria
2,65--69,Female,1960-1965,0.856,AT,Austria
3,0--4,Female,2060-2065,1,AT,Austria
3,10--14,Male,2025-2030,0.999,AT,Austria
3,20--24,Female,1985-1990,0.998,AT,Austria
1,95--99,Male,2000-2005,0.092,AT,Austria
3,30--34,Male,1950-1955,0.988,AT,Austria
2,40--44,Female,2060-2065,0.999,AT,Austria
2,50--54,Male,2025-2030,0.979,AT,Austria
3,70--74,Female,2075-2080,0.971,AT,Austria
2,60--64,Female,1985-1990,0.944,AT,Austria
2,70--74,Male,1950-1955,0.662,AT,Austria
1,80--84,Female,2060-2065,0.979,AT,Austria
3,5--9,Male,2050-2055,1,AT,Austria
1,90--94,Male,2025-2030,0.292,AT,Austria
1,100+,Female,1985-1990,0,AT,Austria
1,0--4,Female,1950-1955,0.993,AT,Austria
2,35--39,Female,2085-2090,1,AT,Austria
2,45--49,Male,2050-2055,0.994,AT,Austria
3,75--79,Male,2065-2070,0.864,AT,Austria
2,55--59,Female,2010-2015,0.977,AT,Austria
2,65--69,Male,1975-1980,0.784,AT,Austria
3,0--4,Male,2075-2080,1,AT,Austria
3,10--14,Female,2035-2040,1,AT,Austria
3,20--24,Male,2000-2005,0.995,AT,Austria
1,95--99,Female,2010-2015,0.118,AT,Austria
3,30--34,Female,1960-1965,0.993,AT,Austria
2,40--44,Male,2075-2080,0.999,AT,Austria
2,50--54,Female,2035-2040,0.993,AT,Austria
1,45--49,Female,2065-2070,1,AT,Austria
2,60--64,Male,2000-2005,0.921,AT,Austria
2,70--74,Female,1960-1965,0.759,AT,Austria
3,5--9,Female,2060-2065,1,AT,Austria
3,15--19,Male,2025-2030,0.997,AT,Austria
3,25--29,Female,1985-1990,0.998,AT,Austria
1,100+,Male,2000-2005,0,AT,Austria
3,35--39,Male,1950-1955,0.983,AT,Austria
2,45--49,Female,2060-2065,0.999,AT,Austria
2,55--59,Male,2025-2030,0.968,AT,Austria
3,75--79,Female,2075-2080,0.935,AT,Austria
2,65--69,Female,1985-1990,0.906,AT,Austria
2,75--79,Male,1950-1955,0.518,AT,Austria
1,85--89,Female,2060-2065,0.914,AT,Austria
3,10--14,Male,2050-2055,0.999,AT,Austria
1,95--99,Male,2025-2030,0.129,AT,Austria
1,Newborn,Male,1990-1995,0.992,AT,Austria
1,5--9,Female,1950-1955,0.997,AT,Austria
2,40--44,Female,2085-2090,1,AT,Austria
2,50--54,Male,2050-2055,0.99,AT,Austria
3,80--84,Male,2065-2070,0.737,AT,Austria
2,60--64,Female,2010-2015,0.963,AT,Austria
2,70--74,Male,1975-1980,0.672,AT,Austria
3,5--9,Male,2075-2080,1,AT,Austria
3,15--19,Female,2035-2040,0.999,AT,Austria
3,25--29,Male,2000-2005,0.996,AT,Austria
1,100+,Female,2010-2015,0,AT,Austria
3,35--39,Female,1960-1965,0.991,AT,Austria
2,45--49,Male,2075-2080,0.998,AT,Austria
2,55--59,Female,2035-2040,0.99,AT,Austria
1,50--54,Female,2065-2070,1,AT,Austria
2,65--69,Male,2000-2005,0.876,AT,Austria
2,75--79,Female,1960-1965,0.614,AT,Austria
3,10--14,Female,2060-2065,1,AT,Austria
3,20--24,Male,2025-2030,0.997,AT,Austria
3,30--34,Female,1985-1990,0.996,AT,Austria
1,Newborn,Female,2000-2005,0.996,AT,Austria
3,40--44,Male,1950-1955,0.974,AT,Austria
2,50--54,Female,2060-2065,0.998,AT,Austria
2,60--64,Male,2025-2030,0.952,AT,Austria
3,80--84,Female,2075-2080,0.841,AT,Austria
2,70--74,Female,1985-1990,0.834,AT,Austria
2,80--84,Male,1950-1955,0.356,AT,Austria
1,90--94,Female,2060-2065,0.731,AT,Austria
3,15--19,Male,2050-2055,0.998,AT,Austria
1,100+,Male,2025-2030,0.05,AT,Austria
1,0--4,Male,1990-1995,0.999,AT,Austria
1,10--14,Female,1950-1955,0.997,AT,Austria
2,45--49,Female,2085-2090,1,AT,Austria
2,55--59,Male,2050-2055,0.984,AT,Austria
3,85--89,Male,2065-2070,0.539,AT,Austria
2,65--69,Female,2010-2015,0.945,AT,Austria
2,75--79,Male,1975-1980,0.534,AT,Austria
3,10--14,Male,2075-2080,0.999,AT,Austria
3,20--24,Female,2035-2040,0.999,AT,Austria
3,30--34,Male,2000-2005,0.995,AT,Austria
1,Newborn,Male,2015-2020,0.998,AT,Austria
3,40--44,Female,1960-1965,0.986,AT,Austria
2,50--54,Male,2075-2080,0.996,AT,Austria
2,60--64,Female,2035-2040,0.984,AT,Austria
1,55--59,Female,2065-2070,1,AT,Austria
2,70--74,Male,2000-2005,0.805,AT,Austria
2,80--84,Female,1960-1965,0.444,AT,Austria
3,15--19,Female,2060-2065,1,AT,Austria
3,25--29,Male,2025-2030,0.997,AT,Austria
3,35--39,Female,1985-1990,0.994,AT,Austria
1,0--4,Female,2000-2005,0.999,AT,Austria
3,45--49,Male,1950-1955,0.956,AT,Austria
2,55--59,Female,2060-2065,0.997,AT,Austria
2,65--69,Male,2025-2030,0.93,AT,Austria
3,85--89,Female,2075-2080,0.665,AT,Austria
2,75--79,Female,1985-1990,0.708,AT,Austria
2,85--89,Male,1950-1955,0.21,AT,Austria
1,95--99,Female,2060-2065,0.383,AT,Austria
3,20--24,Male,2050-2055,0.998,AT,Austria
1,Newborn,Female,2025-2030,0.999,AT,Austria
1,5--9,Male,1990-1995,0.999,AT,Austria
1,15--19,Female,1950-1955,0.995,AT,Austria
2,50--54,Female,2085-2090,1,AT,Austria
2,60--64,Male,2050-2055,0.976,AT,Austria
3,90--94,Male,2065-2070,0.32,AT,Austria
2,70--74,Female,2010-2015,0.912,AT,Austria
2,80--84,Male,1975-1980,0.388,AT,Austria
3,15--19,Male,2075-2080,0.999,AT,Austria
3,25--29,Female,2035-2040,0.999,AT,Austria
3,35--39,Male,2000-2005,0.992,AT,Austria
1,0--4,Male,2015-2020,1,AT,Austria
3,45--49,Female,1960-1965,0.978,AT,Austria
2,55--59,Male,2075-2080,0.994,AT,Austria
2,65--69,Female,2035-2040,0.976,AT,Austria
1,60--64,Female,2065-2070,1,AT,Austria
2,75--79,Male,2000-2005,0.695,AT,Austria
2,85--89,Female,1960-1965,0.285,AT,Austria
3,20--24,Female,2060-2065,0.999,AT,Austria
3,30--34,Male,2025-2030,0.997,AT,Austria
3,40--44,Female,1985-1990,0.99,AT,Austria
1,5--9,Female,2000-2005,0.999,AT,Austria
3,50--54,Male,1950-1955,0.929,AT,Austria
2,60--64,Female,2060-2065,0.995,AT,Austria
2,70--74,Male,2025-2030,0.891,AT,Austria
3,90--94,Female,2075-2080,0.418,AT,Austria
2,80--84,Female,1985-1990,0.533,AT,Austria
2,90--94,Male,1950-1955,0.112,AT,Austria
1,100+,Female,2060-2065,0.107,AT,Austria
3,25--29,Male,2050-2055,0.998,AT,Austria
1,0--4,Female,2025-2030,1,AT,Austria
1,10--14,Male,1990-1995,0.997,AT,Austria
1,20--24,Female,1950-1955,0.994,AT,Austria
2,55--59,Female,2085-2090,1,AT,Austria
2,65--69,Male,2050-2055,0.966,AT,Austria
3,95--99,Male,2065-2070,0.14,AT,Austria
2,75--79,Female,2010-2015,0.836,AT,Austria
2,85--89,Male,1975-1980,0.243,AT,Austria
3,20--24,Male,2075-2080,0.999,AT,Austria
3,30--34,Female,2035-2040,0.999,AT,Austria
3,40--44,Male,2000-2005,0.987,AT,Austria
1,5--9,Male,2015-2020,1,AT,Austria
3,50--54,Female,1960-1965,0.967,AT,Austria
2,60--64,Male,2075-2080,0.992,AT,Austria
2,70--74,Female,2035-2040,0.956,AT,Austria
1,65--69,Female,2065-2070,1,AT,Austria
2,80--84,Male,2000-2005,0.539,AT,Austria
2,90--94,Female,1960-1965,0.16,AT,Austria
3,25--29,Female,2060-2065,0.999,AT,Austria
3,35--39,Male,2025-2030,0.995,AT,Austria
3,45--49,Female,1985-1990,0.985,AT,Austria
1,10--14,Female,2000-2005,0.999,AT,Austria
3,55--59,Male,1950-1955,0.894,AT,Austria
2,65--69,Female,2060-2065,0.993,AT,Austria
2,75--79,Male,2025-2030,0.81,AT,Austria
3,95--99,Female,2075-2080,0.195,AT,Austria
2,85--89,Female,1985-1990,0.351,AT,Austria
2,95--99,Male,1950-1955,0.059,AT,Austria
1,Newborn,Male,2065-2070,1,AT,Austria
3,30--34,Male,2050-2055,0.998,AT,Austria
1,5--9,Female,2025-2030,1,AT,Austria
1,15--19,Male,1990-1995,0.994,AT,Austria
1,25--29,Female,1950-1955,0.993,AT,Austria
2,60--64,Female,2085-2090,1,AT,Austria
2,70--74,Male,2050-2055,0.946,AT,Austria
3,100+,Male,2065-2070,0.05,AT,Austria
2,80--84,Female,2010-2015,0.688,AT,Austria
2,90--94,Male,1975-1980,0.136,AT,Austria
3,25--29,Male,2075-2080,0.999,AT,Austria
3,35--39,Female,2035-2040,0.998,AT,Austria
3,45--49,Male,2000-2005,0.977,AT,Austria
1,10--14,Male,2015-2020,0.999,AT,Austria
3,55--59,Female,1960-1965,0.949,AT,Austria
2,65--69,Male,2075-2080,0.988,AT,Austria
2,75--79,Female,2035-2040,0.906,AT,Austria
1,70--74,Female,2065-2070,1,AT,Austria
2,85--89,Male,2000-2005,0.356,AT,Austria
2,95--99,Female,1960-1965,0.077,AT,Austria
3,30--34,Female,2060-2065,0.999,AT,Austria
3,40--44,Male,2025-2030,0.991,AT,Austria
3,50--54,Female,1985-1990,0.978,AT,Austria
1,15--19,Female,2000-2005,0.998,AT,Austria
3,60--64,Male,1950-1955,0.842,AT,Austria
2,70--74,Female,2060-2065,0.987,AT,Austria
2,80--84,Male,2025-2030,0.667,AT,Austria
3,100+,Female,2075-2080,0.07,AT,Austria
2,90--94,Female,1985-1990,0.197,AT,Austria
2,100+,Male,1950-1955,0,AT,Austria
1,0--4,Male,2065-2070,1,AT,Austria
3,35--39,Male,2050-2055,0.996,AT,Austria
1,10--14,Female,2025-2030,1,AT,Austria
1,20--24,Male,1990-1995,0.994,AT,Austria
1,30--34,Female,1950-1955,0.991,AT,Austria
2,65--69,Female,2085-2090,0.999,AT,Austria
2,75--79,Male,2050-2055,0.895,AT,Austria
3,Newborn,Female,2065-2070,0.999,AT,Austria
2,85--89,Female,2010-2015,0.48,AT,Austria
2,95--99,Male,1975-1980,0.073,AT,Austria
3,30--34,Male,2075-2080,0.998,AT,Austria
3,40--44,Female,2035-2040,0.996,AT,Austria
3,50--54,Male,2000-2005,0.964,AT,Austria
1,15--19,Male,2015-2020,0.997,AT,Austria
3,60--64,Female,1960-1965,0.915,AT,Austria
2,70--74,Male,2075-2080,0.98,AT,Austria
2,80--84,Female,2035-2040,0.793,AT,Austria
1,75--79,Female,2065-2070,0.998,AT,Austria
2,90--94,Male,2000-2005,0.199,AT,Austria
2,100+,Female,1960-1965,0,AT,Austria
3,35--39,Female,2060-2065,0.999,AT,Austria
3,45--49,Male,2025-2030,0.985,AT,Austria
3,55--59,Female,1985-1990,0.966,AT,Austria
1,20--24,Female,2000-2005,0.999,AT,Austria
3,65--69,Male,1950-1955,0.767,AT,Austria
2,75--79,Female,2060-2065,0.967,AT,Austria
2,85--89,Male,2025-2030,0.468,AT,Austria
3,Newborn,Male,2080-2085,0.999,AT,Austria
2,95--99,Female,1985-1990,0.086,AT,Austria
2,Newborn,Female,1950-1955,0.952,AT,Austria
1,5--9,Male,2065-2070,1,AT,Austria
3,40--44,Male,2050-2055,0.994,AT,Austria
1,15--19,Female,2025-2030,0.999,AT,Austria
1,25--29,Male,1990-1995,0.994,AT,Austria
1,35--39,Female,1950-1955,0.987,AT,Austria
2,70--74,Female,2085-2090,0.999,AT,Austria
2,80--84,Male,2050-2055,0.783,AT,Austria
3,0--4,Female,2065-2070,1,AT,Austria
2,90--94,Female,2010-2015,0.273,AT,Austria
2,100+,Male,1975-1980,0,AT,Austria
3,35--39,Male,2075-2080,0.997,AT,Austria
3,45--49,Female,2035-2040,0.994,AT,Austria
3,55--59,Male,2000-2005,0.947,AT,Austria
1,20--24,Male,2015-2020,0.997,AT,Austria
3,65--69,Female,1960-1965,0.856,AT,Austria
2,75--79,Male,2075-2080,0.957,AT,Austria
2,85--89,Female,2035-2040,0.602,AT,Austria
1,80--84,Female,2065-2070,0.99,AT,Austria
2,95--99,Male,2000-2005,0.092,AT,Austria
2,Newborn,Male,1965-1970,0.969,AT,Austria
3,40--44,Female,2060-2065,0.997,AT,Austria
3,50--54,Male,2025-2030,0.976,AT,Austria
3,60--64,Female,1985-1990,0.944,AT,Austria
1,25--29,Female,2000-2005,0.998,AT,Austria
3,70--74,Male,1950-1955,0.662,AT,Austria
2,80--84,Female,2060-2065,0.906,AT,Austria
2,90--94,Male,2025-2030,0.269,AT,Austria
3,0--4,Male,2080-2085,1,AT,Austria
2,100+,Female,1985-1990,0,AT,Austria
2,0--4,Female,1950-1955,0.993,AT,Austria
1,10--14,Male,2065-2070,1,AT,Austria
3,45--49,Male,2050-2055,0.989,AT,Austria
1,20--24,Female,2025-2030,0.999,AT,Austria
1,30--34,Male,1990-1995,0.992,AT,Austria
1,40--44,Female,1950-1955,0.982,AT,Austria
2,75--79,Female,2085-2090,0.996,AT,Austria
2,85--89,Male,2050-2055,0.592,AT,Austria
3,5--9,Female,2065-2070,1,AT,Austria
2,95--99,Female,2010-2015,0.118,AT,Austria
2,Newborn,Female,1975-1980,0.985,AT,Austria
3,40--44,Male,2075-2080,0.995,AT,Austria
3,50--54,Female,2035-2040,0.99,AT,Austria
3,60--64,Male,2000-2005,0.921,AT,Austria
1,25--29,Male,2015-2020,0.997,AT,Austria
3,70--74,Female,1960-1965,0.759,AT,Austria
2,80--84,Male,2075-2080,0.89,AT,Austria
2,90--94,Female,2035-2040,0.365,AT,Austria
1,85--89,Female,2065-2070,0.952,AT,Austria
2,100+,Male,2000-2005,0,AT,Austria
2,0--4,Male,1965-1970,0.995,AT,Austria
3,45--49,Female,2060-2065,0.996,AT,Austria
3,55--59,Male,2025-2030,0.962,AT,Austria
3,65--69,Female,1985-1990,0.906,AT,Austria
1,30--34,Female,2000-2005,0.997,AT,Austria
3,75--79,Male,1950-1955,0.518,AT,Austria
2,85--89,Female,2060-2065,0.763,AT,Austria
2,95--99,Male,2025-2030,0.12,AT,Austria
3,5--9,Male,2080-2085,1,AT,Austria
2,Newborn,Male,1990-1995,0.992,AT,Austria
2,5--9,Female,1950-1955,0.997,AT,Austria
1,15--19,Male,2065-2070,1,AT,Austria
3,50--54,Male,2050-2055,0.983,AT,Austria
1,25--29,Female,2025-2030,0.999,AT,Austria
1,35--39,Male,1990-1995,0.988,AT,Austria
1,45--49,Female,1950-1955,0.973,AT,Austria
2,80--84,Female,2085-2090,0.982,AT,Austria
2,90--94,Male,2050-2055,0.362,AT,Austria
3,10--14,Female,2065-2070,1,AT,Austria
2,100+,Female,2010-2015,0,AT,Austria
2,0--4,Female,1975-1980,0.998,AT,Austria
3,45--49,Male,2075-2080,0.992,AT,Austria
3,55--59,Female,2035-2040,0.985,AT,Austria
3,65--69,Male,2000-2005,0.876,AT,Austria
1,30--34,Male,2015-2020,0.997,AT,Austria
3,75--79,Female,1960-1965,0.614,AT,Austria
2,85--89,Male,2075-2080,0.739,AT,Austria
2,95--99,Female,2035-2040,0.168,AT,Austria
1,90--94,Female,2065-2070,0.811,AT,Austria
2,Newborn,Female,2000-2005,0.996,AT,Austria
2,5--9,Male,1965-1970,0.997,AT,Austria
3,50--54,Female,2060-2065,0.994,AT,Austria
3,60--64,Male,2025-2030,0.943,AT,Austria
3,70--74,Female,1985-1990,0.834,AT,Austria
1,35--39,Female,2000-2005,0.996,AT,Austria
3,80--84,Male,1950-1955,0.356,AT,Austria
2,90--94,Female,2060-2065,0.516,AT,Austria
2,100+,Male,2025-2030,0.05,AT,Austria
3,10--14,Male,2080-2085,0.999,AT,Austria
2,0--4,Male,1990-1995,0.999,AT,Austria
2,10--14,Female,1950-1955,0.997,AT,Austria
1,20--24,Male,2065-2070,1,AT,Austria
3,55--59,Male,2050-2055,0.973,AT,Austria
1,30--34,Female,2025-2030,0.999,AT,Austria
1,40--44,Male,1990-1995,0.981,AT,Austria
1,50--54,Female,1950-1955,0.961,AT,Austria
2,85--89,Female,2085-2090,0.923,AT,Austria
2,95--99,Male,2050-2055,0.155,AT,Austria
3,15--19,Female,2065-2070,1,AT,Austria
2,Newborn,Male,2015-2020,0.997,AT,Austria
2,5--9,Female,1975-1980,0.999,AT,Austria
3,50--54,Male,2075-2080,0.988,AT,Austria
3,60--64,Female,2035-2040,0.977,AT,Austria
3,70--74,Male,2000-2005,0.805,AT,Austria
1,35--39,Male,2015-2020,0.995,AT,Austria
3,80--84,Female,1960-1965,0.444,AT,Austria
2,90--94,Male,2075-2080,0.489,AT,Austria
2,100+,Female,2035-2040,0.065,AT,Austria
1,95--99,Female,2065-2070,0.454,AT,Austria
2,0--4,Female,2000-2005,0.999,AT,Austria
2,10--14,Male,1965-1970,0.996,AT,Austria
3,55--59,Female,2060-2065,0.991,AT,Austria
3,65--69,Male,2025-2030,0.918,AT,Austria
3,75--79,Female,1985-1990,0.708,AT,Austria
1,40--44,Female,2000-2005,0.993,AT,Austria
3,85--89,Male,1950-1955,0.21,AT,Austria
2,95--99,Female,2060-2065,0.252,AT,Austria
2,Newborn,Female,2025-2030,0.999,AT,Austria
3,15--19,Male,2080-2085,0.999,AT,Austria
2,5--9,Male,1990-1995,0.999,AT,Austria
2,15--19,Female,1950-1955,0.995,AT,Austria
1,25--29,Male,2065-2070,1,AT,Austria
3,60--64,Male,2050-2055,0.96,AT,Austria
1,35--39,Female,2025-2030,0.998,AT,Austria
1,45--49,Male,1990-1995,0.972,AT,Austria
1,55--59,Female,1950-1955,0.939,AT,Austria
2,90--94,Female,2085-2090,0.748,AT,Austria
2,100+,Male,2050-2055,0.049,AT,Austria
3,20--24,Female,2065-2070,1,AT,Austria
2,0--4,Male,2015-2020,1,AT,Austria
2,10--14,Female,1975-1980,0.998,AT,Austria
3,55--59,Male,2075-2080,0.981,AT,Austria
3,65--69,Female,2035-2040,0.963,AT,Austria
3,75--79,Male,2000-2005,0.695,AT,Austria
1,40--44,Male,2015-2020,0.991,AT,Austria
3,85--89,Female,1960-1965,0.285,AT,Austria
2,95--99,Male,2075-2080,0.215,AT,Austria
2,Newborn,Male,2040-2045,0.999,AT,Austria
1,100+,Female,2065-2070,0.125,AT,Austria
2,5--9,Female,2000-2005,0.999,AT,Austria
2,15--19,Male,1965-1970,0.992,AT,Austria
3,60--64,Female,2060-2065,0.986,AT,Austria
3,70--74,Male,2025-2030,0.872,AT,Austria
3,80--84,Female,1985-1990,0.533,AT,Austria
1,45--49,Female,2000-2005,0.989,AT,Austria
3,90--94,Male,1950-1955,0.112,AT,Austria
2,100+,Female,2060-2065,0.084,AT,Austria
2,0--4,Female,2025-2030,1,AT,Austria
3,20--24,Male,2080-2085,0.999,AT,Austria
2,10--14,Male,1990-1995,0.997,AT,Austria
2,20--24,Female,1950-1955,0.994,AT,Austria
1,30--34,Male,2065-2070,1,AT,Austria
3,65--69,Male,2050-2055,0.942,AT,Austria
1,40--44,Female,2025-2030,0.997,AT,Austria
1,50--54,Male,1990-1995,0.956,AT,Austria
1,60--64,Female,1950-1955,0.9,AT,Austria
2,95--99,Female,2085-2090,0.397,AT,Austria
2,Newborn,Female,2050-2055,0.999,AT,Austria
3,25--29,Female,2065-2070,0.999,AT,Austria
2,5--9,Male,2015-2020,1,AT,Austria
2,15--19,Female,1975-1980,0.997,AT,Austria
3,60--64,Male,2075-2080,0.972,AT,Austria
3,70--74,Female,2035-2040,0.934,AT,Austria
3,80--84,Male,2000-2005,0.539,AT,Austria
1,45--49,Male,2015-2020,0.985,AT,Austria
3,90--94,Female,1960-1965,0.16,AT,Austria
2,100+,Male,2075-2080,0.06,AT,Austria
2,0--4,Male,2040-2045,1,AT,Austria
1,Newborn,Male,2070-2075,1,AT,Austria
2,10--14,Female,2000-2005,0.999,AT,Austria
2,20--24,Male,1965-1970,0.991,AT,Austria
3,65--69,Female,2060-2065,0.978,AT,Austria
3,75--79,Male,2025-2030,0.783,AT,Austria
3,85--89,Female,1985-1990,0.351,AT,Austria
