ssp,age,sex,year,pop,CNTR_CODE,cntr_name
2,25--29,Female,1975,258,AT,Austria
3,70--74,Female,1985,199.8,AT,Austria
3,80--84,Female,1960,54.5,AT,Austria
2,90--94,Female,2090,241.7,AT,Austria
1,55--59,Female,2055,275.9,AT,Austria
2,100+,Female,2065,21.5,AT,Austria
2,0--4,Both,2045,378.9,AT,Austria
2,10--14,Both,2020,408,AT,Austria
1,85--89,Female,1980,37.5,AT,Austria
2,20--24,Both,1995,551.8,AT,Austria
2,30--34,Both,1970,488.4,AT,Austria
1,40--44,Both,2100,384.1,AT,Austria
3,75--79,Both,1980,244.6,AT,Austria
1,50--54,Both,2075,497.2,AT,Austria
1,60--64,Both,2050,624.2,AT,Austria
1,70--74,Both,2025,432.6,AT,Austria
2,All,Male,2060,4627.4,AT,Austria
1,80--84,Both,2000,132.1,AT,Austria
1,90--94,Both,1975,11.2,AT,Austria
1,100+,Both,1950,0,AT,Austria
2,25--29,Male,1985,292.7,AT,Austria
3,70--74,Male,1995,125.3,AT,Austria
3,80--84,Male,1970,33.7,AT,Austria
2,90--94,Male,2100,204.6,AT,Austria
1,55--59,Male,2065,266,AT,Austria
3,35--39,Female,2085,208.2,AT,Austria
2,0--4,Female,2050,190.2,AT,Austria
3,45--49,Female,2060,200.2,AT,Austria
3,55--59,Female,2035,269.6,AT,Austria
3,65--69,Female,2010,243.8,AT,Austria
2,30--34,Female,1975,281.7,AT,Austria
3,75--79,Female,1985,168.9,AT,Austria
3,85--89,Female,1960,18.7,AT,Austria
2,95--99,Female,2090,193.5,AT,Austria
1,60--64,Female,2055,314.1,AT,Austria
2,All,Both,2070,9571.8,AT,Austria
2,5--9,Both,2045,388.2,AT,Austria
2,15--19,Both,2020,420,AT,Austria
1,90--94,Female,1980,9.7,AT,Austria
2,25--29,Both,1995,691.4,AT,Austria
2,35--39,Both,1970,429.3,AT,Austria
1,45--49,Both,2100,404.7,AT,Austria
3,80--84,Both,1980,133.3,AT,Austria
1,55--59,Both,2075,523.9,AT,Austria
1,65--69,Both,2050,607.9,AT,Austria
1,75--79,Both,2025,380.2,AT,Austria
2,0--4,Male,2060,207.7,AT,Austria
1,85--89,Both,2000,100.3,AT,Austria
1,95--99,Both,1975,1.5,AT,Austria
1,All,Male,1950,3220,AT,Austria
2,30--34,Male,1985,248,AT,Austria
3,75--79,Male,1995,60,AT,Austria
3,85--89,Male,1970,12.6,AT,Austria
2,95--99,Male,2100,121.6,AT,Austria
1,60--64,Male,2065,265.9,AT,Austria
3,40--44,Female,2085,199.5,AT,Austria
2,5--9,Female,2050,192,AT,Austria
3,50--54,Female,2060,195.6,AT,Austria
3,60--64,Female,2035,292.3,AT,Austria
3,70--74,Female,2010,194.4,AT,Austria
2,35--39,Female,1975,245.9,AT,Austria
3,80--84,Female,1985,106.7,AT,Austria
3,90--94,Female,1960,3.8,AT,Austria
2,100+,Female,2090,72.6,AT,Austria
1,65--69,Female,2055,313.2,AT,Austria
2,0--4,Both,2070,399.9,AT,Austria
2,10--14,Both,2045,403.9,AT,Austria
2,20--24,Both,2020,466.6,AT,Austria
1,95--99,Female,1980,1.3,AT,Austria
2,30--34,Both,1995,710.1,AT,Austria
2,40--44,Both,1970,457.9,AT,Austria
1,50--54,Both,2100,418,AT,Austria
3,85--89,Both,1980,50.9,AT,Austria
1,60--64,Both,2075,545.7,AT,Austria
1,70--74,Both,2050,535.1,AT,Austria
1,80--84,Both,2025,328.7,AT,Austria
2,5--9,Male,2060,213.7,AT,Austria
1,90--94,Both,2000,35.9,AT,Austria
1,100+,Both,1975,0.1,AT,Austria
1,0--4,Male,1950,263.9,AT,Austria
2,35--39,Male,1985,260.8,AT,Austria
3,80--84,Male,1995,53.8,AT,Austria
3,90--94,Male,1970,2.8,AT,Austria
2,100+,Male,2100,35.5,AT,Austria
1,65--69,Male,2065,279.7,AT,Austria
3,45--49,Female,2085,197.8,AT,Austria
2,10--14,Female,2050,193.9,AT,Austria
3,55--59,Female,2060,202.2,AT,Austria
3,65--69,Female,2035,333.8,AT,Austria
3,75--79,Female,2010,152.3,AT,Austria
2,40--44,Female,1975,213.3,AT,Austria
3,85--89,Female,1985,46.2,AT,Austria
3,95--99,Female,1960,0.4,AT,Austria
2,All,Both,2095,10171.7,AT,Austria
1,70--74,Female,2055,308,AT,Austria
2,5--9,Both,2070,419.1,AT,Austria
2,15--19,Both,2045,424.2,AT,Austria
2,25--29,Both,2020,575.6,AT,Austria
1,100+,Female,1980,0.1,AT,Austria
2,35--39,Both,1995,621.7,AT,Austria
2,45--49,Both,1970,480.8,AT,Austria
1,55--59,Both,2100,424.6,AT,Austria
3,90--94,Both,1980,12.7,AT,Austria
1,65--69,Both,2075,527,AT,Austria
1,75--79,Both,2050,556.5,AT,Austria
1,85--89,Both,2025,186.5,AT,Austria
2,10--14,Male,2060,212.9,AT,Austria
1,95--99,Both,2000,5.9,AT,Austria
1,All,Male,1975,3598.8,AT,Austria
1,5--9,Male,1950,285.1,AT,Austria
2,40--44,Male,1985,278.8,AT,Austria
3,85--89,Male,1995,25.1,AT,Austria
3,95--99,Male,1970,0.3,AT,Austria
2,All,Female,2100,5224.1,AT,Austria
1,70--74,Male,2065,313.6,AT,Austria
3,50--54,Female,2085,205.3,AT,Austria
2,15--19,Female,2050,199.9,AT,Austria
3,60--64,Female,2060,223,AT,Austria
3,70--74,Female,2035,315.9,AT,Austria
3,80--84,Female,2010,140.4,AT,Austria
2,45--49,Female,1975,234.9,AT,Austria
3,90--94,Female,1985,11.9,AT,Austria
3,100+,Female,1960,0,AT,Austria
2,0--4,Both,2095,425.6,AT,Austria
1,75--79,Female,2055,273.8,AT,Austria
2,10--14,Both,2070,431,AT,Austria
2,20--24,Both,2045,450.4,AT,Austria
2,30--34,Both,2020,597.8,AT,Austria
1,All,Both,1985,7602.8,AT,Austria
2,40--44,Both,1995,507.6,AT,Austria
2,50--54,Both,1970,316.9,AT,Austria
1,60--64,Both,2100,432.3,AT,Austria
3,95--99,Both,1980,1.7,AT,Austria
1,70--74,Both,2075,528.6,AT,Austria
1,80--84,Both,2050,602.3,AT,Austria
1,90--94,Both,2025,74.4,AT,Austria
2,15--19,Male,2060,209.2,AT,Austria
1,100+,Both,2000,0.4,AT,Austria
1,0--4,Male,1975,260.2,AT,Austria
1,10--14,Male,1950,255.1,AT,Austria
2,45--49,Male,1985,238.7,AT,Austria
3,90--94,Male,1995,6.2,AT,Austria
3,100+,Male,1970,0,AT,Austria
2,0--4,Female,2100,207.3,AT,Austria
1,75--79,Male,2065,301.3,AT,Austria
3,55--59,Female,2085,216.4,AT,Austria
2,20--24,Female,2050,215.1,AT,Austria
3,65--69,Female,2060,268.2,AT,Austria
3,75--79,Female,2035,256.1,AT,Austria
3,85--89,Female,2010,102.7,AT,Austria
2,50--54,Female,1975,273.7,AT,Austria
3,95--99,Female,1985,1.7,AT,Austria
3,All,Both,1965,7301.5,AT,Austria
2,5--9,Both,2095,438.2,AT,Austria
1,80--84,Female,2055,286.9,AT,Austria
2,15--19,Both,2070,433.1,AT,Austria
2,25--29,Both,2045,484.1,AT,Austria
2,35--39,Both,2020,607,AT,Austria
1,0--4,Both,1985,442,AT,Austria
2,45--49,Both,1995,500.1,AT,Austria
2,55--59,Both,1970,440,AT,Austria
1,65--69,Both,2100,448,AT,Austria
3,100+,Both,1980,0.1,AT,Austria
1,75--79,Both,2075,556,AT,Austria
1,85--89,Both,2050,497.9,AT,Austria
1,95--99,Both,2025,21.2,AT,Austria
2,20--24,Male,2060,214.1,AT,Austria
1,All,Male,2000,3908.1,AT,Austria
1,5--9,Male,1975,319.1,AT,Austria
1,15--19,Male,1950,233.3,AT,Austria
2,50--54,Male,1985,203.5,AT,Austria
3,95--99,Male,1995,0.7,AT,Austria
3,All,Female,1970,3982.8,AT,Austria
2,5--9,Female,2100,215,AT,Austria
1,80--84,Male,2065,280.9,AT,Austria
3,60--64,Female,2085,219,AT,Austria
2,25--29,Female,2050,239.6,AT,Austria
3,70--74,Female,2060,272.5,AT,Austria
3,80--84,Female,2035,178.9,AT,Austria
3,90--94,Female,2010,26.8,AT,Austria
2,55--59,Female,1975,179.1,AT,Austria
3,100+,Female,1985,0.1,AT,Austria
3,0--4,Both,1965,646.7,AT,Austria
2,10--14,Both,2095,441.3,AT,Austria
1,85--89,Female,2055,303.6,AT,Austria
2,20--24,Both,2070,439.3,AT,Austria
2,30--34,Both,2045,504.7,AT,Austria
2,40--44,Both,2020,554.1,AT,Austria
1,5--9,Both,1985,430.4,AT,Austria
2,50--54,Both,1995,520.2,AT,Austria
2,60--64,Both,1970,449.2,AT,Austria
1,70--74,Both,2100,474.2,AT,Austria
3,All,Male,1980,3596,AT,Austria
1,80--84,Both,2075,623.5,AT,Austria
1,90--94,Both,2050,285.8,AT,Austria
1,100+,Both,2025,2.6,AT,Austria
2,25--29,Male,2060,236.3,AT,Austria
1,0--4,Male,2000,213.7,AT,Austria
1,10--14,Male,1975,330.4,AT,Austria
1,20--24,Male,1950,241.8,AT,Austria
2,55--59,Male,1985,197.9,AT,Austria
3,100+,Male,1995,0,AT,Austria
3,0--4,Female,1970,304.3,AT,Austria
2,10--14,Female,2100,218.4,AT,Austria
1,85--89,Male,2065,223.1,AT,Austria
3,65--69,Female,2085,209.1,AT,Austria
2,30--34,Female,2050,254.9,AT,Austria
3,75--79,Female,2060,264.3,AT,Austria
3,85--89,Female,2035,123.6,AT,Austria
3,95--99,Female,2010,8.2,AT,Austria
2,60--64,Female,1975,240.9,AT,Austria
3,All,Both,1990,7708.8,AT,Austria
3,5--9,Both,1965,578.8,AT,Austria
2,15--19,Both,2095,439.4,AT,Austria
1,90--94,Female,2055,230.4,AT,Austria
2,25--29,Both,2070,466.5,AT,Austria
2,35--39,Both,2045,506.9,AT,Austria
2,45--49,Both,2020,603.9,AT,Austria
1,10--14,Both,1985,507.4,AT,Austria
2,55--59,Both,1995,431,AT,Austria
2,65--69,Both,1970,400.8,AT,Austria
1,75--79,Both,2100,503.4,AT,Austria
3,0--4,Male,1980,220.5,AT,Austria
1,85--89,Both,2075,597.2,AT,Austria
1,95--99,Both,2050,96.5,AT,Austria
1,All,Male,2025,4354.6,AT,Austria
2,30--34,Male,2060,261.2,AT,Austria
1,5--9,Male,2000,243.5,AT,Austria
1,15--19,Male,1975,296,AT,Austria
1,25--29,Male,1950,223.1,AT,Austria
2,60--64,Male,1985,169,AT,Austria
3,All,Female,1995,4125.7,AT,Austria
3,5--9,Female,1970,316,AT,Austria
2,15--19,Female,2100,218.3,AT,Austria
1,90--94,Male,2065,175.3,AT,Austria
3,70--74,Female,2085,191.9,AT,Austria
2,35--39,Female,2050,258.5,AT,Austria
3,80--84,Female,2060,216.6,AT,Austria
3,90--94,Female,2035,65.9,AT,Austria
3,100+,Female,2010,0.9,AT,Austria
2,65--69,Female,1975,237.7,AT,Austria
3,0--4,Both,1990,428.8,AT,Austria
3,10--14,Both,1965,484.7,AT,Austria
2,20--24,Both,2095,450.2,AT,Austria
1,95--99,Female,2055,103.4,AT,Austria
2,30--34,Both,2070,495.8,AT,Austria
2,40--44,Both,2045,520,AT,Austria
2,50--54,Both,2020,707.2,AT,Austria
1,15--19,Both,1985,622.4,AT,Austria
2,60--64,Both,1995,360.4,AT,Austria
2,70--74,Both,1970,301,AT,Austria
1,80--84,Both,2100,527.6,AT,Austria
3,5--9,Male,1980,259.5,AT,Austria
1,90--94,Both,2075,530.1,AT,Austria
1,100+,Both,2050,17.2,AT,Austria
1,0--4,Male,2025,181.7,AT,Austria
2,35--39,Male,2060,276.2,AT,Austria
1,10--14,Male,2000,239.2,AT,Austria
1,20--24,Male,1975,250.4,AT,Austria
1,30--34,Male,1950,150.8,AT,Austria
2,65--69,Male,1985,100.3,AT,Austria
3,0--4,Female,1995,230.1,AT,Austria
3,10--14,Female,1970,283.5,AT,Austria
2,20--24,Female,2100,222.9,AT,Austria
1,95--99,Male,2065,97.7,AT,Austria
3,75--79,Female,2085,182.6,AT,Austria
2,40--44,Female,2050,256.5,AT,Austria
3,85--89,Female,2060,184.2,AT,Austria
3,95--99,Female,2035,15.9,AT,Austria
3,All,Both,2015,8678.8,AT,Austria
2,70--74,Female,1975,201.1,AT,Austria
3,5--9,Both,1990,446.2,AT,Austria
3,15--19,Both,1965,505,AT,Austria
2,25--29,Both,2095,489.1,AT,Austria
1,100+,Female,2055,19.9,AT,Austria
2,35--39,Both,2070,524.3,AT,Austria
2,45--49,Both,2045,554.4,AT,Austria
2,55--59,Both,2020,690.8,AT,Austria
1,20--24,Both,1985,643.5,AT,Austria
2,65--69,Both,1995,370.7,AT,Austria
2,75--79,Both,1970,191.1,AT,Austria
1,85--89,Both,2100,547.8,AT,Austria
3,10--14,Male,1980,318.6,AT,Austria
1,95--99,Both,2075,349,AT,Austria
1,All,Male,2050,4419,AT,Austria
1,5--9,Male,2025,201.2,AT,Austria
2,40--44,Male,2060,280.3,AT,Austria
1,15--19,Male,2000,246,AT,Austria
1,25--29,Male,1975,264.3,AT,Austria
1,35--39,Male,1950,219.7,AT,Austria
2,70--74,Male,1985,118,AT,Austria
3,5--9,Female,1995,226.7,AT,Austria
3,15--19,Female,1970,238.7,AT,Austria
2,25--29,Female,2100,239.9,AT,Austria
1,100+,Male,2065,19.1,AT,Austria
3,80--84,Female,2085,177.4,AT,Austria
2,45--49,Female,2050,260.7,AT,Austria
3,90--94,Female,2060,123.8,AT,Austria
3,100+,Female,2035,1.9,AT,Austria
3,0--4,Both,2015,407,AT,Austria
2,75--79,Female,1975,143.7,AT,Austria
3,10--14,Both,1990,432.6,AT,Austria
3,20--24,Both,1965,551,AT,Austria
2,30--34,Both,2095,528.1,AT,Austria
1,All,Both,2060,8968.1,AT,Austria
2,40--44,Both,2070,552.5,AT,Austria
2,50--54,Both,2045,631.8,AT,Austria
2,60--64,Both,2020,583.2,AT,Austria
1,25--29,Both,1985,579,AT,Austria
2,70--74,Both,1995,350.1,AT,Austria
2,80--84,Both,1970,104.7,AT,Austria
1,90--94,Both,2100,527.9,AT,Austria
3,15--19,Male,1980,328.5,AT,Austria
1,100+,Both,2075,162.1,AT,Austria
1,0--4,Male,2050,142.3,AT,Austria
1,10--14,Male,2025,217.7,AT,Austria
2,45--49,Male,2060,277.9,AT,Austria
1,20--24,Male,2000,237.8,AT,Austria
1,30--34,Male,1975,285.2,AT,Austria
1,40--44,Male,1950,246,AT,Austria
2,75--79,Male,1985,88.3,AT,Austria
3,10--14,Female,1995,233,AT,Austria
3,20--24,Female,1970,250.8,AT,Austria
2,30--34,Female,2100,257.6,AT,Austria
1,All,Female,2065,4559,AT,Austria
3,85--89,Female,2085,166.3,AT,Austria
2,50--54,Female,2050,274.9,AT,Austria
3,95--99,Female,2060,41.2,AT,Austria
3,All,Both,2040,8613.7,AT,Austria
3,5--9,Both,2015,402,AT,Austria
2,80--84,Female,1975,79.5,AT,Austria
3,15--19,Both,1990,512.8,AT,Austria
3,25--29,Both,1965,483.5,AT,Austria
2,35--39,Both,2095,554.2,AT,Austria
1,0--4,Both,2060,260.2,AT,Austria
2,45--49,Both,2070,568.4,AT,Austria
2,55--59,Both,2045,623.1,AT,Austria
2,65--69,Both,2020,454.7,AT,Austria
1,30--34,Both,1985,493.2,AT,Austria
2,75--79,Both,1995,181.3,AT,Austria
2,85--89,Both,1970,40.4,AT,Austria
1,95--99,Both,2100,526,AT,Austria
3,20--24,Male,1980,293.5,AT,Austria
1,All,Male,2075,4316.4,AT,Austria
1,5--9,Male,2050,149.6,AT,Austria
1,15--19,Male,2025,211.2,AT,Austria
2,50--54,Male,2060,267.9,AT,Austria
1,25--29,Male,2000,283.8,AT,Austria
1,35--39,Male,1975,247.8,AT,Austria
1,45--49,Male,1950,255.2,AT,Austria
2,80--84,Male,1985,47.6,AT,Austria
3,15--19,Female,1995,224.7,AT,Austria
3,25--29,Female,1970,276.1,AT,Austria
2,35--39,Female,2100,271.5,AT,Austria
1,0--4,Female,2065,120.9,AT,Austria
3,90--94,Female,2085,134.3,AT,Austria
2,55--59,Female,2050,312.9,AT,Austria
3,100+,Female,2060,5.7,AT,Austria
3,0--4,Both,2040,408.5,AT,Austria
3,10--14,Both,2015,416.4,AT,Austria
2,85--89,Female,1975,32.7,AT,Austria
3,20--24,Both,1990,636.6,AT,Austria
3,30--34,Both,1965,427.4,AT,Austria
2,40--44,Both,2095,566.2,AT,Austria
1,5--9,Both,2060,284.6,AT,Austria
2,50--54,Both,2070,566.6,AT,Austria
2,60--64,Both,2045,605.9,AT,Austria
2,70--74,Both,2020,412.8,AT,Austria
1,35--39,Both,1985,518.2,AT,Austria
2,80--84,Both,1995,177.1,AT,Austria
2,90--94,Both,1970,9.6,AT,Austria
1,100+,Both,2100,818,AT,Austria
3,25--29,Male,1980,248.6,AT,Austria
1,0--4,Male,2075,119.3,AT,Austria
1,10--14,Male,2050,155.4,AT,Austria
1,20--24,Male,2025,219.7,AT,Austria
2,55--59,Male,2060,266.4,AT,Austria
1,30--34,Male,2000,354.9,AT,Austria
1,40--44,Male,1975,216.8,AT,Austria
1,50--54,Male,1950,219.9,AT,Austria
2,85--89,Male,1985,16,AT,Austria
3,20--24,Female,1995,272.6,AT,Austria
3,30--34,Female,1970,242.5,AT,Austria
2,40--44,Female,2100,280.1,AT,Austria
1,5--9,Female,2065,133.5,AT,Austria
3,95--99,Female,2085,57.5,AT,Austria
2,60--64,Female,2050,311.2,AT,Austria
3,All,Both,2065,8001.4,AT,Austria
3,5--9,Both,2040,425.2,AT,Austria
3,15--19,Both,2015,456.8,AT,Austria
2,90--94,Female,1975,8.2,AT,Austria
3,25--29,Both,1990,661.6,AT,Austria
3,35--39,Both,1965,459.8,AT,Austria
2,45--49,Both,2095,564.1,AT,Austria
1,10--14,Both,2060,299,AT,Austria
2,55--59,Both,2070,553.1,AT,Austria
2,65--69,Both,2045,531.9,AT,Austria
2,75--79,Both,2020,386.8,AT,Austria
1,40--44,Both,1985,558.1,AT,Austria
2,85--89,Both,1995,94.8,AT,Austria
2,95--99,Both,1970,1.1,AT,Austria
1,All,Male,2100,4216.1,AT,Austria
3,30--34,Male,1980,262.4,AT,Austria
1,5--9,Male,2075,128.9,AT,Austria
1,15--19,Male,2050,164.8,AT,Austria
1,25--29,Male,2025,251.8,AT,Austria
2,60--64,Male,2060,277.7,AT,Austria
1,35--39,Male,2000,364.5,AT,Austria
1,45--49,Male,1975,218.4,AT,Austria
1,55--59,Male,1950,173.5,AT,Austria
2,90--94,Male,1985,3.5,AT,Austria
3,25--29,Female,1995,339.8,AT,Austria
3,35--39,Female,1970,211.9,AT,Austria
2,45--49,Female,2100,283.7,AT,Austria
1,10--14,Female,2065,143,AT,Austria
3,100+,Female,2085,11.5,AT,Austria
2,65--69,Female,2050,304.6,AT,Austria
3,0--4,Both,2065,446.9,AT,Austria
3,10--14,Both,2040,450.4,AT,Austria
3,20--24,Both,2015,551.6,AT,Austria
2,95--99,Female,1975,1.1,AT,Austria
3,30--34,Both,1990,593.9,AT,Austria
3,40--44,Both,1965,487.2,AT,Austria
2,50--54,Both,2095,556.1,AT,Austria
1,15--19,Both,2060,305.4,AT,Austria
2,60--64,Both,2070,530.8,AT,Austria
2,70--74,Both,2045,551.9,AT,Austria
2,80--84,Both,2020,260.1,AT,Austria
1,45--49,Both,1985,480.7,AT,Austria
2,90--94,Both,1995,27.5,AT,Austria
2,100+,Both,1970,0.1,AT,Austria
1,0--4,Male,2100,106.2,AT,Austria
3,35--39,Male,1980,282.4,AT,Austria
1,10--14,Male,2075,138,AT,Austria
1,20--24,Male,2050,184.4,AT,Austria
1,30--34,Male,2025,305,AT,Austria
2,65--69,Male,2060,306.9,AT,Austria
1,40--44,Male,2000,315.5,AT,Austria
1,50--54,Male,1975,196.3,AT,Austria
1,60--64,Male,1950,149.2,AT,Austria
2,95--99,Male,1985,0.5,AT,Austria
3,30--34,Female,1995,347,AT,Austria
3,40--44,Female,1970,236,AT,Austria
2,50--54,Female,2100,281.1,AT,Austria
1,15--19,Female,2065,148.6,AT,Austria
3,All,Both,2090,7770.2,AT,Austria
2,70--74,Female,2050,269.1,AT,Austria
3,5--9,Both,2065,453.7,AT,Austria
3,15--19,Both,2040,458.9,AT,Austria
3,25--29,Both,2015,576.5,AT,Austria
2,100+,Female,1975,0.1,AT,Austria
3,35--39,Both,1990,502.7,AT,Austria
3,45--49,Both,1965,324.3,AT,Austria
2,55--59,Both,2095,551.8,AT,Austria
1,20--24,Both,2060,323.2,AT,Austria
2,65--69,Both,2070,525.3,AT,Austria
2,75--79,Both,2045,604.4,AT,Austria
2,85--89,Both,2020,142.5,AT,Austria
1,50--54,Both,1985,411.2,AT,Austria
2,95--99,Both,1995,4.2,AT,Austria
2,All,Male,1970,3529.1,AT,Austria
1,5--9,Male,2100,115.2,AT,Austria
3,40--44,Male,1980,244,AT,Austria
1,15--19,Male,2075,146.6,AT,Austria
1,25--29,Male,2050,215.7,AT,Austria
1,35--39,Male,2025,308.8,AT,Austria
2,70--74,Male,2060,291,AT,Austria
1,45--49,Male,2000,253.2,AT,Austria
1,55--59,Male,1975,126.2,AT,Austria
1,65--69,Male,1950,123.3,AT,Austria
2,100+,Male,1985,0,AT,Austria
3,35--39,Female,1995,305.5,AT,Austria
3,45--49,Female,1970,278.1,AT,Austria
2,55--59,Female,2100,277,AT,Austria
1,20--24,Female,2065,156.4,AT,Austria
3,0--4,Both,2090,465.5,AT,Austria
2,75--79,Female,2050,281.3,AT,Austria
3,10--14,Both,2065,446.8,AT,Austria
3,20--24,Both,2040,442.7,AT,Austria
3,30--34,Both,2015,593.7,AT,Austria
2,All,Both,1980,7599.4,AT,Austria
3,40--44,Both,1990,521.6,AT,Austria
3,50--54,Both,1965,459.1,AT,Austria
2,60--64,Both,2095,557.1,AT,Austria
1,25--29,Both,2060,370.1,AT,Austria
2,70--74,Both,2070,542.6,AT,Austria
2,80--84,Both,2045,522.1,AT,Austria
2,90--94,Both,2020,68.3,AT,Austria
1,55--59,Both,1985,422.7,AT,Austria
2,100+,Both,1995,0.3,AT,Austria
2,0--4,Male,1970,318.6,AT,Austria
1,10--14,Male,2100,122.1,AT,Austria
3,45--49,Male,1980,211.3,AT,Austria
1,20--24,Male,2075,159.1,AT,Austria
1,30--34,Male,2050,242.6,AT,Austria
1,40--44,Male,2025,308.6,AT,Austria
2,75--79,Male,2060,269.1,AT,Austria
1,50--54,Male,2000,245.3,AT,Austria
1,60--64,Male,1975,170.6,AT,Austria
1,70--74,Male,1950,92.2,AT,Austria
2,All,Female,1985,3988.4,AT,Austria
3,40--44,Female,1995,252,AT,Austria
3,50--54,Female,1970,183.8,AT,Austria
2,60--64,Female,2100,274.5,AT,Austria
1,25--29,Female,2065,175.2,AT,Austria
3,5--9,Both,2090,454.3,AT,Austria
2,80--84,Female,2050,300.1,AT,Austria
3,15--19,Both,2065,428.2,AT,Austria
3,25--29,Both,2040,414,AT,Austria
3,35--39,Both,2015,547.2,AT,Austria
2,0--4,Both,1980,430.5,AT,Austria
3,45--49,Both,1990,555.3,AT,Austria
3,55--59,Both,1965,483.9,AT,Austria
2,65--69,Both,2095,569.8,AT,Austria
1,30--34,Both,2060,425,AT,Austria
2,75--79,Both,2070,598.2,AT,Austria
2,85--89,Both,2045,339.8,AT,Austria
2,95--99,Both,2020,17.6,AT,Austria
1,60--64,Both,1985,424.4,AT,Austria
2,All,Male,1995,3849.2,AT,Austria
2,5--9,Male,1970,330.2,AT,Austria
1,15--19,Male,2100,127,AT,Austria
3,50--54,Male,1980,209.9,AT,Austria
1,25--29,Male,2075,178.4,AT,Austria
1,35--39,Male,2050,264.2,AT,Austria
1,45--49,Male,2025,278.6,AT,Austria
2,80--84,Male,2060,214.5,AT,Austria
1,55--59,Male,2000,248,AT,Austria
1,65--69,Male,1975,162.5,AT,Austria
1,75--79,Male,1950,54.9,AT,Austria
2,0--4,Female,1985,215.5,AT,Austria
3,45--49,Female,1995,249.2,AT,Austria
3,55--59,Female,1970,252.3,AT,Austria
2,65--69,Female,2100,277,AT,Austria
1,30--34,Female,2065,197.3,AT,Austria
3,10--14,Both,2090,440.5,AT,Austria
2,85--89,Female,2050,240.4,AT,Austria
3,20--24,Both,2065,410.4,AT,Austria
3,30--34,Both,2040,404.9,AT,Austria
3,40--44,Both,2015,602.7,AT,Austria
2,5--9,Both,1980,507.6,AT,Austria
3,50--54,Both,1990,473.3,AT,Austria
3,60--64,Both,1965,455.3,AT,Austria
2,70--74,Both,2095,575,AT,Austria
1,35--39,Both,2060,473.1,AT,Austria
2,80--84,Both,2070,558.3,AT,Austria
2,90--94,Both,2045,153.1,AT,Austria
2,100+,Both,2020,1.3,AT,Austria
1,65--69,Both,1985,260.7,AT,Austria
2,0--4,Male,1995,242.3,AT,Austria
2,10--14,Male,1970,295.3,AT,Austria
1,20--24,Male,2100,134.7,AT,Austria
3,55--59,Male,1980,184.8,AT,Austria
1,30--34,Male,2075,193.5,AT,Austria
1,40--44,Male,2050,260.1,AT,Austria
1,50--54,Male,2025,298.6,AT,Austria
2,85--89,Male,2060,177.8,AT,Austria
1,60--64,Male,2000,197.7,AT,Austria
1,70--74,Male,1975,128.5,AT,Austria
1,80--84,Male,1950,24.3,AT,Austria
2,5--9,Female,1985,210,AT,Austria
3,50--54,Female,1995,262.6,AT,Austria
3,60--64,Female,1970,257.6,AT,Austria
2,70--74,Female,2100,283.4,AT,Austria
1,35--39,Female,2065,219.3,AT,Austria
3,15--19,Both,2090,432.5,AT,Austria
2,90--94,Female,2050,131.3,AT,Austria
3,25--29,Both,2065,407.2,AT,Austria
3,35--39,Both,2040,419.3,AT,Austria
3,45--49,Both,2015,712.5,AT,Austria
2,10--14,Both,1980,623.6,AT,Austria
3,55--59,Both,1990,398.5,AT,Austria
3,65--69,Both,1965,369.8,AT,Austria
2,75--79,Both,2095,565.3,AT,Austria
1,40--44,Both,2060,509.6,AT,Austria
2,85--89,Both,2070,476.5,AT,Austria
2,95--99,Both,2045,48.1,AT,Austria
2,All,Male,2020,4316.3,AT,Austria
1,70--74,Both,1985,317.8,AT,Austria
2,5--9,Male,1995,238.6,AT,Austria
2,15--19,Male,1970,246.7,AT,Austria
1,25--29,Male,2100,150.4,AT,Austria
3,60--64,Male,1980,115,AT,Austria
1,35--39,Male,2075,205.7,AT,Austria
1,45--49,Male,2050,263.9,AT,Austria
1,55--59,Male,2025,347.7,AT,Austria
2,90--94,Male,2060,120.9,AT,Austria
1,65--69,Male,2000,154.9,AT,Austria
1,75--79,Male,1975,75.4,AT,Austria
1,85--89,Male,1950,7.3,AT,Austria
2,10--14,Female,1985,248,AT,Austria
3,55--59,Female,1995,220.8,AT,Austria
3,65--69,Female,1970,232.3,AT,Austria
2,75--79,Female,2100,287.8,AT,Austria
1,40--44,Female,2065,239.3,AT,Austria
3,20--24,Both,2090,435.5,AT,Austria
2,95--99,Female,2050,40.3,AT,Austria
3,30--34,Both,2065,423.4,AT,Austria
3,40--44,Both,2040,467.9,AT,Austria
3,50--54,Both,2015,702.4,AT,Austria
2,15--19,Both,1980,644.3,AT,Austria
3,60--64,Both,1990,400.7,AT,Austria
3,70--74,Both,1965,265.3,AT,Austria
2,80--84,Both,2095,541.4,AT,Austria
1,45--49,Both,2060,537.7,AT,Austria
2,90--94,Both,2070,302.6,AT,Austria
2,100+,Both,2045,7.4,AT,Austria
2,0--4,Male,2020,211.5,AT,Austria
